keeper,duplicate,distance
/var/lib/plexmediaserver/Library/videos/video_3840x2160_51.0M_0min5sec.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_15.1M_0min5sec.mp4,0
/var/lib/plexmediaserver/Library/videos/video_3840x2160_16.9M_0min2sec.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_5.8M_0min2sec.mp4,0
/var/lib/plexmediaserver/Library/videos/video_3840x2160_16.9M_0min2sec.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_7.1M_0min0sec.mp4,5
/var/lib/plexmediaserver/Library/videos/video_3840x2160_41.6M_0min14sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_25.4M_0min8sec.mp4,4
/var/lib/plexmediaserver/Library/videos/video_3840x2160_80.7M_0min9sec.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_28.7M_0min9sec.mp4,0
/var/lib/plexmediaserver/Library/videos/video_720x1200_18.9M_0min59sec_3.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1200_25.9M_0min58sec_2.mp4,7
/var/lib/plexmediaserver/Library/videos/video_720x1200_18.9M_0min59sec_3.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1200_26.0M_0min58sec_2.mp4,7
/var/lib/plexmediaserver/Library/videos/video_720x1280_18.2M_0min45sec.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_21.7M_0min45sec.mp4,4
/var/lib/plexmediaserver/Library/videos/video_720x1280_18.2M_0min45sec.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_21.7M_0min45sec_4.mp4,4
/var/lib/plexmediaserver/Library/videos/video_720x1280_19.3M_0min59sec_4.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_27.0M_0min59sec_2.mp4,7
/var/lib/plexmediaserver/Library/videos/video_720x1280_19.3M_0min59sec_4.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_27.1M_0min59sec.mp4,8
/var/lib/plexmediaserver/Library/videos/video_720x1280_5.7M_0min12sec.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_5.7M_0min12sec_4.mp4,0
/var/lib/plexmediaserver/Library/videos/video_886x1920_5.7M_0min11sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_886x1920_24.9M_0min11sec_2.mp4,5
/var/lib/plexmediaserver/Library/videos/video_888x1920_13.8M_0min34sec_4.mp4,/var/lib/plexmediaserver/Library/videos/video_888x1920_82.5M_0min34sec_2.mp4,3
/var/lib/plexmediaserver/Library/videos/video_888x1920_220.4M_8min_2.mp4,/var/lib/plexmediaserver/Library/videos/video_888x1920_1.1G_8min_3.mp4,3
